Processo,Classe/Assunto,Relator(a),Comarca,Órgão julgador,Data do julgamento,Data de publicação,Ementa;;;;;;;;;;;;;;;;;;;;;;
"1412904-91.2022.8.12.0000,Agravo de Instrumento / Provas em geral,Des. Alexandre Raslan,Campo Grande,5ª Câmara Cível,2022-11-25,2022-11-30,""Ementa: AGRAVO DE INSTRUMENTO – AÇÃO CIVIL PÚBLICA – DECISÃO AGRAVADA QUE INDEFERIU A INVERSÃO DO ÔNUS DA PROVA – DANO AMBIENTAL – DECISÃO REFORMADA – RECURSO CONHECIDO E PROVIDO. Enunciado da Súmula nº 618 do Superior Tribunal de Justiça, que dispõe: A inversão do ônus da prova aplica-se às ações de degradação ambiental. O instituto da inversão do ônus da prova se justifica diante da incumbência do empreendedor da atividade potencialmente poluidora, de demonstrar a regularidade da situação jurídico-ambiental de sua atividade de acordo com a legislação em vigor. Recurso conhecido e provido.""";;;;;;;;;;;;;;;;;;;;;;
"0801435-24.2019.8.12.0026,Apelação Cível / Dano Ambiental,Des. Julizar Barbosa Trindade,Bataguassu,2ª Câmara Cível,2022-11-29,2022-11-30,""Ementa: INDENIZAÇÃO POR DANOS MORAIS E MATERIAIS – DANO AMBIENTAL INDIVIDUAL – PRESCRIÇÃO - TERMO INICIAL - CIÊNCIA DA EXTENSÃO DO DANO - AJUIZAMENTO DA AÇÃO CIVIL PÚBLICA - INTERRUPÇÃO DO PRAZO - SENTENÇA INSUBSISTENTE – RECURSO PROVIDO. O termo inicial do prazo prescricional para requerer indenização por dano ambiental é da ciência inequívoca do dano suportado. Conforme entendimento do STJ, o ajuizamento de ação versando interesse difuso tem o condão de interromper o prazo prescricional para a apresentação de demanda judicial que verse sobre interesse individual homogêneo.""";;;;;;;;;;;;;;;;;;;;;;
"0000484-40.2018.8.12.0045,Apelação Criminal / Crimes contra a Flora,Des. Luiz Gonzaga Mendes Marques,Sidrolândia,2ª Câmara Criminal,2022-11-09,2022-11-11,""Ementa: APELAÇÃO CRIMINAL – CRIME AMBIENTAL (ART. 15 DA LEI N.° 7.802/89) – COMERCIALIZAÇÃO DE PRODUTO AGROTÓXICO EM DESACORDO COM A LEI – PRELIMINAR – AUSÊNCIA DE PROPOSTA DO ACORDO DE NÃO PERSECUÇÃO PENAL – DENÚNCIA RECEBIDA ANTES DO ADVENTO DA LEI N.° 13.964/19 – PRECLUSÃO - PRETENDIDA ABSOLVIÇÃO – ERRO DE TIPO OU ERRO DE PROIBIÇÃO – CIÊNCIA DE QUE O PRODUTO AGROTÓXICO NÃO PODERIA SER COMERCIALIZADO PARA A AGRICULTURA - PRETENDIDA APLICAÇÃO DO PRINCÍPIO DA INSIGNIFICÂNCIA – INCABÍVEL - RECURSO DESPROVIDO. Cabe ao Ministério Público, titular da ação penal, a análise e proposta do benefício do acordo de não persecução criminal, previsto no art. 28-A, do Código de Processo Penal (incluído pela Lei nº 13.964/2019), desde que preenchidos os requisitos legais, não se tratando de um direito público subjetivo. No caso, houve o recebimento da denúncia antes da entrada em vigor da Lei n.º 13.964/2019 e a apelante não confessou formal e circunstancialmente a prática do crime em tela, de modo que não há falar em encaminhar os autos ao Ministério Público Estadual, pois não cumpridas as condições indispensáveis para a aplicação do instituto do acordo de não persecução penal (art. 28-A do Código de Processo Penal). Ademais, o Superior Tribunal de Justiça vem decidindo que """"considerada a natureza híbrida da norma e diante do princípio tempus regit actum em conformação com a retroatividade penal benéfica, o acordo de não persecução penal incide aos fatos ocorridos antes da entrada em vigor da Lei 13.964/2019 desde que ainda não tenha ocorrido o recebimento da denúncia."""" Restando devidamente comprovado por todo o conjunto probatório que a empresa, ora apelante, tinha plena ciência de que comercializou produto agrotóxico, saneante domissanitário """"Lesmicida Citromax"""", para o produtor rural, o qual não poderia ser utilizado em lavoura de agricultura, em descumprimento às exigências estabelecidas na legislação pertinente, não há falar em absolvição. Em regra não se aplica o princípio da insignificância em matéria ambiental, dado o interesse coletivo envolvido e o cunho preventivo conferido à tutela do meio ambiente, ainda, mais diante da reiteração delitiva da apelante.""";;;;;;;;;;;;;;;;;;;;;;
"0033639-69.2018.8.12.0001,Apelação Criminal / Crimes contra a Fauna,Des. Emerson Cafure,Campo Grande,1ª Câmara Criminal,2022-11-04,2022-11-09,""Ementa: APELAÇÃO CRIMINAL – RECURSO MINISTERIAL – CRIME AMBIENTAL – CAUSAR POLUIÇÃO – PRETENDIDA CONDENAÇÃO - IMPOSSIBILIDADE – NÃO PROVIMENTO. O crime previsto no art. 54 da Lei n. 9.605/1998 exige prova do risco de dano, sendo insuficiente para configurar a conduta delitiva a mera potencialidade de dano à saúde humana. Apelação ministerial a que se nega provimento com base no acervo probatório dos autos.""";;;;;;;;;;;;;;;;;;;;;;
"0001227-81.2022.8.12.0054,Apelação Criminal / Indisponibilidade / Seqüestro de Bens,Des. Jonas Hass Silva Júnior,Nova Alvorada do Sul,1ª Câmara Criminal,2022-11-03,2022-11-08,""Ementa: RESTITUIÇÃO DE BEM APREENDIDO – IMPOSSIBILIDADE DE RESTITUIÇÃO DOS BENS APREENDIDOS OBJETOS DO CRIME AMBIENTAL – SENTENÇA MANTIDA – RECURSO DESPROVIDO. Conforme bem elucida a doutrina especializada, é importante observar que, de acordo com a regra geral do artigo 91, do Código Penal, a apreensão dos instrumentos e dos produtos do crime é efeito da condenação. Todavia, no caso das infrações relacionados ao meio ambiente, não se espera a condenação do infrator para a realização da apreensão dos produtos e instrumentos da infração ou crime ambiental, tendo em vista muitas vezes tratar-se de animais ou de produtos perecíveis. Assim, de acordo com o artigo 25, da Lei de Crimes Ambientais, os produtos e instrumentos serão apreendidos logo que verificada a infração, dando-se a eles destinação estabelecida nos parágrafos 1º e 4º do mesmo artigo.""";;;;;;;;;;;;;;;;;;;;;;
"1408926-09.2022.8.12.0000,Agravo de Instrumento / Provas em geral,Des. Vilson Bertelli,Agua Clara,5ª Câmara Cível,2022-10-31,2022-11-04,""Ementa: AGRAVO DE INSTRUMENTO – AÇÃO CIVIL PÚBLICA – DANOS AMBIENTAIS – POSSIBILIDADE DA INVERSÃO DO ÔNUS DA PROVA. A interpretação do art. 6º, VIII, da Lei 8.078/1990 em conjunto com o art. 21 da Lei 7.347/1985, e, ainda, somado ao Princípio Ambiental da Precaução, tornam possível a inversão do ônus da prova em ação civil pública cujo autor seja o Ministério Público. Recurso conhecido e não provido.""";;;;;;;;;;;;;;;;;;;;;;
"1409145-22.2022.8.12.0000,Agravo de Instrumento / Dano Ambiental,Des. Vilson Bertelli,Ivinhema,5ª Câmara Cível,2022-10-31,2022-11-04,""Ementa: AGRAVO DE INSTRUMENTO – AÇÃO CIVIL PÚBLICA – DANO AMBIENTAL – PROPRIEDADES RURAIS DIVERSAS – FASES PROCESSUAIS DISTINTAS – POSSIBILIDADE DE DESMEMBRAMENTO DOS AUTOS – GARANTIA DE SOLUÇÃO ADEQUADA E ATUAL ÀS PARTES. Ainda que a responsabilidade ambiental seja de natureza propter rem, a alteração da propriedade e a diversidade das fases processuais em que os réus se encontram são suficientes para possibilitar o desmembramento dos autos a fim de assegurar a busca pela rápida solução do litígio, facilitar a atuação da defesa e garantir uma solução adequada e atual às partes. Recurso provido.""";;;;;;;;;;;;;;;;;;;;;;
"0805046-91.2018.8.12.0002,Apelação Cível / Obrigação de Fazer / Não Fazer,Juiz Lúcio R. da Silveira,Dourados,4ª Câmara Cível,2022-10-31,2022-11-04,""Ementa: APELAÇÃO CÍVEL – AÇÃO DE OBRIGAÇÃO DE FAZER PARA IMPLANTAÇÃO DE INFRAESTRUTURA BÁSICA DE REDE DE ESGOTO C/C DANOS MORAIS – RECURSO DA PARTE AUTORA – PROJETO DE LOTEAMENTO APROVADO COM SOLUÇÃO AMBIENTAL DE CONSTRUÇÃO DE FOSSAS SÉPTICAS, EM RAZÃO DA AUSÊNCIA DE REDE DE ESGOTO NO LOCAL – ATENDIMENTO AOS DITAMES DA LEI FEDERAL N. 6766/79 E DA LEI MUNICIPAL N. 1.041/79 – AUSÊNCIA DE OFERTA ESPECÍFICA DE CONSTRUÇÃO DE REDE DE ESGOTO – OBRIGAÇÕES LEGAIS E CONTRATUAIS ATENDIDAS PELAS CONSTRUTORAS RÉS – NÃO COMPROVAÇÃO DE INADIMPLEMENTO CONTRATUAL – IMPROCEDÊNCIA DOS PEDIDOS – SENTENÇA MANTIDA – RECURSO CONHECIDO E DESPROVIDO. I – Nos termos do art. 30 do CDC, toda informação ou publicidade obriga o fornecedor que a fizer veicular e integra o contrato que vier a ser celebrado. No caso dos autos, restou comprovado que não houve oferta específica de implantação de """"rede de esgoto"""" no loteamento. II –Restou comprovado o atendimento aos requisitos da Lei Federal n. 6766/79 e da Lei Municipal n. 1.041/79, eis que a construção e comercialização do loteamento foram aprovadas com a solução ambiental de instalação de fossas sépticas para o despejo de dejetos, diante da impossibilidade de ligação com a rede de esgoto no local. III - A prova testemunhal não foi capaz de desconstituir as provas documentais colacionadas aos autos, sendo os depoimento incoerentes quanto à suposta """"oferta"""" de instalação de """"rede de esgoto"""". IV – Recurso conhecido e desprovido.""";;;;;;;;;;;;;;;;;;;;;;
"0002084-52.2019.8.12.0016,Recurso em Sentido Estrito / Rejeição,Des. Paschoal Carmello Leandro,Mundo Novo,1ª Câmara Criminal,2022-10-25,2022-10-26,""Ementa: RECURSO EM SENTIDO ESTRITO – CRIME AMBIENTAL ART. 34, PARÁGRAFO ÚNICO, II, LEI 9.605/98 – PESCA MEDIANTE UTILIZAÇÃO DE PETRECHO NÃO PERMITIDO – DENÚNCIA REJEITADA – PRINCÍPIO DA INSIGNIFICÂNCIA – PRETENDIDO RECEBIMENTO DA PEÇA ACUSATÓRIA – APREENSÃO DE UM ÚNICO EXEMPLAR DA ESPÉCIE PINTADO – LESIVIDADE INEXPRESSIVA – DECISÃO MANTIDA – RECURSO IMPROVIDO. Não merece qualquer reparo a decisão que absolveu sumariamente os recorridos pela prática de conduta de nítida inofensividade jurídica e nenhuma periculosidade social";" além disso, a reprovabilidade do comportamento foi de grau reduzidíssimo e a lesão ao bem jurídico se revelou inexpressiva.""";;;;;;;;;;;;;;;;;;;;;
"0802330-69.2015.8.12.0011,Apelação Cível / Área de Preservação Permanente,Des. Fernando Mauro Moreira Marinho,Coxim,2ª Câmara Cível,2022-10-24,2022-10-26,""Ementa: APELAÇÃO CIVEL - AÇÃO CIVIL PÚBLICA – DANO AMBIENTAL EM IMÓVEL RURAL – PRELIMINAR DE DENUNCIAÇÃO DA LIDE - NÃO CONHECIDA - COISA JULGADA – OBRIGAÇÃO DE REGULARIZAÇÃO DA RESERVA LEGAL - LEI 12.651/2012 E DECRETO ESTADUAL Nº 1377/2017 - INVERSÃO DO ÔNUS DA PROVA EM FAVOR DO MINISTÉRIO PÚBLICO ESTADUAL - NECESSIDADE DE PERÍCIA TÉCNICA IN LOCO – SUBSTITUIÇÃO DA PERÍCIA POR PROVA TÉCNICA SIMPLIFICADA – PRECLUSÃO – A ANISTIA DO NOVO CÓDIGO FLORESTAL NÃO É GERAL E IRRESTRITA – RESPONSABILIDADE OBJETIVA DE REPARAR OS DANOS AMBIENTAIS - RECURSO PARCIALMENTE CONHECIDO E DESPROVIDO 1. Em obediência a segurança jurídica, não se conhece da preliminar de denunciação da lide, uma vez já decidida no agravo de instrumento nº 1403182-72.2018.8.12.0000. 2. Tratando-se de imóvel rural, incumbe ao proprietário instituir, demarcar e averbar a reserva legal, e, apenas a efetiva inscrição no Cadastro Ambiental Rural – CAR, dispensa o proprietário de proceder à averbação da área de proteção na matrícula do imóvel, nos termos do §4º, do artigo 18, da Lei 12.727/2012. 3. O magistrado a quo determinou a inscrição do imóvel rural no Cadastro Ambiental Rural, cumprindo as exigências contidas na Lei nº 12.651/2012 e no Decreto Estadual nº 1377/2017, nos exatos termos do pedido inicial. 4. A inversão do ônus da prova na ação civil pública por dano ambiental em favor do Ministério Público Estadual já foi anteriormente julgada por este Colegiado, assim como a impossibilidade de substituição de perícia in loco por prova técnica simplificada, razão pela qual encontram-se preclusas. 5. A anistia com o advento do Novo Código Florestal não é geral e irrestrita aos proprietários rurais e não extingue do plano jurídico os eventuais ilícitos praticados, além de sujeitar os agentes aos competentes procedimentos administrativos, com vistas à recuperação do meio ambiente degradado, sendo irrelevante a alegação de ausência de dolo.*""";;;;;;;;;;;;;;;;;;;;;;
"0024765-90.2021.8.12.0001,Recurso em Sentido Estrito / Prescrição,Des. Emerson Cafure,Campo Grande,1ª Câmara Criminal,2022-10-20,2022-10-24,""Ementa: RECURSO EM SENTIDO ESTRITO – CRIME AMBIENTAL – POLUIÇÃO ATMOSFÉRICA – PRESCRIÇÃO – MARCOS ESTABELECIDOS NO ART. 109, PARÁGRAFO ÚNICO, DO CÓDIGO PENAL – NÃO PROVIMENTO. Conforme sedimentado pelo Superior Tribunal de Justiça em crimes ambientais, embora incabível a imposição de penas privativas de liberdade às pessoas jurídicas, o prazo prescricional deve obedecer aos marcos estabelecidos no art. 109, parágrafo único, do CP, que estabelece serem aplicáveis, às sanções restritivas de direitos, os mesmos prazos definidos para a prescrição da pena corporal. Recurso em Sentido Estrito a que se nega provimento com base na correta aplicação da lei.""";;;;;;;;;;;;;;;;;;;;;;
0001286-89.2008.8.12.0012,Embargos de Declaração Cível / Dano Ambiental,Des. Alexandre Bastos,Ivinhema,4ª Câmara Cível,2022-10-19,2022-10-20,Ementa: EMBARGOS DE DECLARAÇÃO – AÇÃO CIVIL PÚBLICA AMBIENTAL – ERRO MATERIAL AO CONSTAR NA EMENTA QUE O JULGAMENTO FOI CONTRA O PARECER MINISTERIAL – ACOLHIDO PARA FAZER CONSTA NA EMENTA QUE O JULGAMENTO FOI DE ACORDO COM PARECER DO MINISTÉRIO PÚBLICO DE SEGUNDO GRAU.;;;;;;;;;;;;;;;;;;;;;;
"0031679-49.2016.8.12.0001,Apelação Criminal / Dano Ambiental,Juiz Waldir Marques,Campo Grande,2ª Câmara Criminal,2022-10-18,2022-10-20,""Ementa: E M E N T A - APELAÇÃO CRIMINAL DEFENSIVA – CRIME AMBIENTAL – ART. 38, DA LEI Nº 9.605/98 – PLEITO ABSOLUTÓRIO – INVIABILIDADE – MATERIALIDADE E AUTORIA DEVIDAMENTE COMPROVADAS – CONDENAÇÃO MANTIDA – RECURSO NÃO PROVIDO. O acervo probatório constante nos autos comprova que o acusado danificou área de preservação permanente, razão pela qual imperativa sua condenação pela prática do crime tipificado no art. 38, da Lei nº 9.605/98, não havendo que se falar em insuficiência de provas. Com o parecer, recurso não provido.""";;;;;;;;;;;;;;;;;;;;;;
"0801638-84.2012.8.12.0008,Embargos de Declaração Cível / Dano Ambiental,Des. João Maria Lós,Corumbá,1ª Câmara Cível,2022-10-05,2022-10-07,""Ementa: AÇÃO CIVIL PÚBLICA- DISCUSSÃO QUE NÃO ENVOLVE IMPROBIDADE ADMINISTRATIVA - AUSÊNCIA DE VÍCIO E DE OFENSA COMO ALEGOU A AUTARQUIA – HONORÁRIOS DEVIDOS - ACÓRDÃO MANTIDO – EMBARGOS DECLARATÓRIOS IMPROVIDOS .- Não se trata de ação civil pública por ato de improbidade administrativa, mas sim de ação civil que visa apurar passivo ambiental decorrente de lançamento de resíduos sanitários e valas a céu aberto com intuito de verificar se houve dano ambiental. Restando atacadas todas as teses acerca das omissões arguidas e não sendo caso de ofensa a súmula ou dispositivo de lei, como sustentado, devem ser rechaçados os argumentos, mantendo-se o acórdão na forma como prolatado, posto que dentro da claridade e coerência que o caso requer. Embargos improvidos.""";;;;;;;;;;;;;;;;;;;;;;
"1401769-82.2022.8.12.0000,Agravo de Instrumento / Água e/ou Esgoto,Des. Divoncir Schreiner Maran,Campo Grande,1ª Câmara Cível,2022-10-06,2022-10-07,""Ementa: AGRAVO DE INSTRUMENTO – AÇÃO CIVIL PÚBLICA – CONCESSIONÁRIA DE SERVIÇO PÚBLICO – FIO DE ESGOTO – MULTA DIÁRIA FIXADA EM R$ 250.000,00 – RECURSO NÃO PROVIDO. Em se tratando de dano ambiental, a previsibilidade ou não da vistoria no local não é fato que exime a concessionária de serviço público de evitar que tal dano ocorra.""";;;;;;;;;;;;;;;;;;;;;;
"0004194-37.2017.8.12.0002,Apelação Criminal / Crime contra a administração ambiental,Des. Ruy Celso Barbosa Florence,Dourados,2ª Câmara Criminal,2022-09-30,2022-10-06,""Ementa: APELAÇÃO CRIMINAL – DEFESA – ART. 69-A, DA LEI N.º 9.605/98 – ELABORAR OU APRESENTAR, NO LICENCIAMENTO, CONCESSÃO FLORESTAL OU QUALQUER OUTRO PROCEDIMENTO ADMINISTRATIVO, ESTUDO, LAUDO OU RELATÓRIO AMBIENTAL TOTAL OU PARCIALMENTE FALSO OU ENGANOSO, INCLUSIVE POR OMISSÃO – AUSÊNCIA DE PROVA QUANTO À FALSIDADE OU ENGANO DO DOCUMENTO – IN DUBIO PRO REO – PEDIDO DA PROCURADORIA DE JUSTIÇA PARA DESCLASSIFICAÇÃO DA CONDUTA PARA VIOLAÇÃO DE DIREITO AUTORAL – INDEFERIDO – RECURSO PROVIDO. Cabe ao Ministério Público desincumbir-se do ônus da prova da acusação e, assim não o fazendo, carece de sustentação o pedido condenatório, pois a prova controversa, insegura e que não afasta todas as dúvidas possíveis enseja um desate favorável ao acusado, ante a máxima do in dubio pro reo, princípio constitucional estampado no art. 5º, LVII, da Constituição Brasileira. Tratando-se de hipótese em que o pedido de desclassificação da conduta foi formulado apenas no parecer da Procuradoria de Justiça, não é possível seu acolhimento em sede de recurso, consoante entendimento pacificado pelo Supremo Tribunal Federal na Súmula n. 453.""";;;;;;;;;;;;;;;;;;;;;;
"0822366-26.2019.8.12.0001,Apelação Cível / Anulação de Débito Fiscal,Des. Amaury da Silva Kuklinski,Campo Grande,3ª Câmara Cível,2022-09-30,2022-10-05,""Ementa: APELAÇÃO CÍVEL – AÇÃO ANULATÓRIA DE DÉBITO – MULTA ADMINISTRATIVA POR INFRAÇÃO AMBIENTAL – EXTRAVASAMENTO DE ESGOTO EM VIA PÚBLICA – POLUIÇÃO AMBIENTAL – PRESCRIÇÃO DA PRETENSÃO PUNITIVA DO MUNICÍPIO – INOCORRÊNCIA – PRESCRIÇÃO INTERCORRENTE – INOCORRÊNCIA – AUTO DE INFRAÇÃO VÁLIDO – TIPICIDADE DA CONDUTA DEMONSTRADA – PROCEDIMENTO ADMINISTRATIVO ADEQUADO – DESNECESSIDADE DA CONCESSÃO DE PRAZO PARA SANAR IRREGULARIDADE – CONVENIÊNCIA DA ADMINISTRAÇÃO PÚBLICA – PREQUESTIONAMENTO EXPRESSO DESNECESSÁRIO – SENTENÇA MANTIDA – RECURSO CONHECIDO E IMPROVIDO. O prazo prescricional de 5 anos se inicia com o término do processo administrativo, não prosperando os argumentos da apelante de que o prazo se iniciara com a lavratura do auto de infração. Súmula 467 do STJ. A prescrição intercorrente da Lei Federal n. 9.873/99 se aplica tão somente no âmbito da administração pública federal, não sendo este o caso dos autos, e inexistindo norma local própria neste sentido. A conduta da recorrente foi devidamente individualizada no Auto de Infração como poluição ambiental por extravasamento de esgoto em via pública, consequentemente sendo enquadrada na infração do art. 77, da Lei Municipal n. 2.909/92, não se falando em atipicidade. Não se vislumbra irregularidade procedimental, conforme o art. 171 da Lei Municipal n. 2.909/92, que permite que a Administração Pública, em lhe sendo conveniente, suprima a notificação prévia do infrator para sanar a anormalidade, não havendo nulidade no procedimento por ter o ente municipal optado por não conceder tal prazo à recorrente.""";;;;;;;;;;;;;;;;;;;;;;
"1410420-06.2022.8.12.0000,Agravo de Instrumento / Tutela de Urgência,Des. Luiz Antônio Cavassa de Almeida,Campo Grande,5ª Câmara Cível,2022-09-30,2022-10-05,""Ementa: AGRAVO DE INSTRUMENTO – AÇÃO DE RESOLUÇÃO CONTRATUAL C.C DESPEJO – LIMINAR DE DESPEJO – PROBABILIDADE DO DIREITO NÃO EVIDENCIADO – NECESSIDADE DE DILAÇÃO PROBATÓRIA – DECISÃO MANTIDA – RECURSO CONHECIDO E IMPROVIDO. O Decreto n. 59.566/66, no art. 32, incisos IV e IX, até permite o despejo do arrendatário do imóvel rural, porém, desde que reste demonstrado a existência do dano à gleba e a efetiva comprovação de culpa ou dolo do arrendatário, ou se infringir obrigação legal ou cometer infração grave de obrigação contratual. Ocorre que, no caso dos autos, imperiosa a dilação probatória, apurando-se, com a necessária profundidade, se houve inadimplemento contratual por parte da arrendatária ou, ainda, se agiu ela com culpa ou dolo. Conquanto tenha o agravante anexado aos autos principais laudo pericial relatando a degradação das pastagens e a existência de erosões, trata-se de prova unilateral produzida por perito por ele próprio contratado. No que diz respeito a alegação de desmatamento e remoção ilícita de material lenhoso sem a devida licença ambiental, ao examinar minudentemente o Boletim de Ocorrências anexado aos autos principais, constata-se que para a propriedade rural em referência existem autorizações vencidas para o corte de árvores. Desse modo, como não restou evidenciado a data de vencimento destas autorizações, se o local, de fato, é reserva ambiental devidamente constituída, assim como a data de derrubada das árvores, não há prova segura de descumprimento contratual quanto a este fato, necessitando, obviamente, de instrução probatória. Recurso conhecido e improvido. A C Ó R D Ã O Vistos, relatados e discutidos estes autos, acordam os juízes da do Tribunal de Justiça, na conformidade da ata de julgamentos, Por unanimidade, negaram provimento ao recurso, nos termos do voto do relator.""";;;;;;;;;;;;;;;;;;;;;;
"0901244-33.2017.8.12.0001,Apelação Cível / Dano Ambiental,Des. Odemilson Roberto Castro Fassa,Campo Grande,3ª Câmara Cível,2022-09-26,2022-09-29,""Ementa: APELAÇÃO CÍVEL. RECURSO ESPECIAL BAIXADO PARA OBSERVÂNCIA DO ART. 1.040, II DO CPC, E TESE FIRMADA PELO STJ NO TEMA IAC 13. AÇÃO CIVIL PÚBLICA. AMBIENTAL. DIREITO DE ACESSO À INFORMAÇÃO AMBIENTAL. ÁREA DE PROTEÇÃO AMBIENTAL (APA). PLANO DE MANEJO. PUBLICAÇÃO PERIÓDICA DE RELATÓRIOS DE EXECUÇÃO. PORTAL DE INTERNET. AVERBAÇÃO NO REGISTRO DE IMÓVEIS RURAIS. JUÍZO DE RETRATAÇÃO NÃO EXERCIDO POIS O RECURSO ESPECIAL N. 1.857.098/MS INTERPOSTO NESTES AUTOS FOI AFETADO COMO INCIDENTE DE ASSUNÇÃO DE COMPETÊNCIA PARA FIXAÇÃO DA TESE DO TEMA IAC 13. JULGAMENTO DO CASO CONCRETO REALIZADO PELO STJ.""";;;;;;;;;;;;;;;;;;;;;;
"1401993-20.2022.8.12.0000,Agravo de Instrumento / Ambiental,Des. Dorival Renato Pavan,Nova Alvorada do Sul,3ª Câmara Cível,2022-09-15,2022-09-19,""Ementa: AGRAVO DE INSTRUMENTO - AÇÃO DE OBRIGAÇÃO DE FAZER - DESCARTE DE VINHAÇA POR EMPRESA E OCORRÊNCIA DE DANOS AMBIENTAIS EM PROPRIEDADE VIZINHA – LEGITIMIDADE DOS PROPRIETÁRIOS – DISCUSSÃO DE DIREITOS PARTICULARES. I) Em que pese a ofensa às regras ambientais ser um dos fundamentos do pedido, a pretensão exposta na demanda é predominantemente referente ao direito de vizinhança e às consequências advindas em uma propriedade particular. Neste norte, resta patente a legitimidade ativa dos autores, proprietários do imóvel prejudicado, para o ajuizamento da ação, não havendo que se falar em qualquer vício na titularidade do direito discutido. NÃO COMPROVAÇÃO DE CUMPRIMENTO DE LIMINAR ANTERIORMENTE DEFERIDA – VALOR DA MULTA COMINATÓRIA MAJORADO – INOCORRÊNCIA DE PRECLUSÃO. I) Havendo indícios suficientes para respaldar a conclusão a respeito de não cumprimento de ordem judicial anteriormente imposta, resta cabível a majoração da multa cominatória arbitrada. II) Havendo previsão expressa a respeito da possibilidade de alteração do valor da multa no curso do processo, não há que se falar em ocorrência de preclusão sobre a imposição do montante. INVERSÃO DO ÔNUS DA PROVA – OCORRÊNCIA DE DANOS AMBIENTAIS - PRINCÍPIO DA PRECAUÇÃO CONSISTENTE NA APLICAÇÃO DO AFORISMO IN DÚBIO PRO AMBIENTE - CABIMENTO. PRECEDENTES DO SUPERIOR TRIBUNAL DE JUSTIÇA. RECURSO IMPROVIDO. I) Nas ações civis por dano ambiental, a análise acerca do ônus da prova deve ser encerrado à luz do princípio da precaução, que se traduz na aplicação do aforismo in dubio pro ambiente, e também pela interdisciplinariedade entre as normas de proteção ao consumidor, porque se tutela, igualmente, bem jurídico de caráter público e coletivo. COMPROVADA MÁ-FÉ E ABUSO DE DIREITO – MULTA DEVIDA - RECURSO CONHECIDO E DESPROVIDO. I) Tendo a parte requerida apresentado alegação contrária a texto expresso de lei, com comportamento expressamente condenado pelo Código de Processo Civil no inciso I do art. 81, mantém-se a condenação da parte ao pagamento de multa por litigância de má-fé. II) Recurso conhecido, e improvido. Decisão mantida.""";;;;;;;;;;;;;;;;;;;;;;
"1409995-76.2022.8.12.0000,Agravo de Instrumento / Revogação/Concessão de Licença Ambiental,Desª Jaceguara Dantas da Silva,Ribas do Rio Pardo,5ª Câmara Cível,2022-09-12,2022-09-14,""Ementa: AGRAVO DE INSTRUMENTO – MANDADO DE SEGURANÇA – LIMINAR – DECLARAÇÃO AMBIENTAL DE DISPENSA/ISENÇÃO DE LICENÇA AMBIENTAL – REVOGAÇÃO ADMINISTRATIVA – PRETENSÃO DE RESTABELECIMENTO – INDEFERIMENTO – EMPREENDIMENTO IMOBILIÁRIO – DESMEMBRAMENTO DE IMÓVEL RURAL – PROTEÇÃO AMBIENTAL – PODER DE ORDENAMENTO URBANO – AUTOTUTELA ADMINISTRATIVA – RECURSO CONHECIDO E DESPROVIDO. Nos termos do art. 7, inciso III, da Lei n. 12.016/2009, a liminar em Mandado de Segurança deve ser entendida como medida destinada a impedir o perecimento de um direito, em decorrência da mora na prestação jurisdicional, devendo-se, portanto, demonstrar-se inequivocamente o fumus boni iuris e o periculum in mora. No caso dos autos, a Agravante postula sejam restabelecidos os efeitos da Declaração Ambiental de Dispensa/Isenção da Licença Ambiental, que foi revogada pelo Agravado. Sopesados os interesses em disputa, deve-se adotar cautela na análise da decisão administrativa, porquanto o empreendimento da Agravante está próximo ao Parque Ecológico Natural do Mantena, cuja proteção decorre da própria caracterização como área como unidade de conservação ambiental. Ainda, compete ao Poder Executivo Municipal, observados os regramentos do Plano Diretor do Município, estabelecer os parâmetros para a expansão urbana, mas sem prejuízo às normas sanitárias e ambientais. Ademais, a Súmula nº 473 do Supremo Tribunal Federal é no sentido de que """"A administração pode anular seus próprios atos, quando eivados de vícios que os tornam ilegais, porque deles não se originam direitos";" ou revogá-los, por motivo de conveniência ou oportunidade, respeitados os direitos adquiridos, e ressalvada, em todos os casos, a apreciação judicial"""". Recurso conhecido e desprovido.""";;;;;;;;;;;;;;;;;;;;;
